SessionNum,Playtime,Duration,Level,Gold,SpentGold,TotalDamage,Monsters,Bosses,Inputs,Crits,KbPower,MsPower,CrystalsStage,CrystalsBoss,CrystalsGold,CrystalsTotal,CrystalsSpent,CrystalsRemain,GGKilled,GGEscaped,GGGold,BaseAttackLv,AttackPctLv,CritChanceLv,CritDamageLv,MultiHitLv,TimeExtendLv,UpgradeDiscountLv,GoldFlatPermLv,GoldMultiPermLv,CrystalFlatLv
1,29.7,29.7,2,1,-1,157,1,0,143,14,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,59.6,29.9,2,1,-1,163,1,0,146,17,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,89.6,30.0,2,4,-4,156,1,0,143,13,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,119.5,29.9,2,4,-4,159,1,0,143,16,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,149.5,30.0,2,4,-4,154,1,0,144,10,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
6,179.4,29.9,2,4,-4,167,1,0,148,19,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0
7,209.2,29.8,2,7,-7,150,1,0,142,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
8,239.1,29.9,2,7,-7,156,1,0,143,13,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0
9,269.1,29.9,2,7,-7,155,1,0,141,14,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0
10,298.8,29.8,2,7,-7,151,1,0,142,9,0,0,1,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0
11,328.7,29.9,2,7,-7,153,1,0,141,12,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0
12,358.7,30.0,2,7,-7,159,1,0,144,15,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0
13,388.6,29.9,2,7,-7,148,1,0,141,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
14,418.6,29.9,2,7,-7,151,1,0,141,10,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0
15,448.5,30.0,7,15,-15,156,1,0,145,11,0,0,1,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
16,478.4,29.8,7,15,-15,159,1,0,144,15,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0
17,508.2,29.9,12,22,-6,163,1,0,141,13,1,0,1,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
18,538.0,29.7,12,22,-6,167,1,0,142,14,1,0,1,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0
19,567.9,29.9,16,0,0,155,0,0,143,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0
20,597.7,29.8,16,0,0,165,0,0,140,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0
21,627.7,29.9,16,0,0,157,0,0,142,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0
22,657.6,29.9,16,0,0,158,0,0,142,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0
